STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS  IN CONSTITUENCY,OVER TOTAL VOTES POLLED  IN CONSTITUENCY,TOTAL ELECTORS
Gujarat,DAHOD,KATARA BABUBHAI KHIMABHAI,0,INC,Hand,MALE,1.0,58.0,ST,Graduate,,,431312,2852,434164,27.153256,40.7898977,1598939
Gujarat,DAHOD,BHABHOR DHULABHAI DITABHAI,0,BSP,Elephant,MALE,0.0,64.0,ST,10th Pass,,,11329,10,11339,0.70915776,1.06530401,1598939
Gujarat,DAHOD,DEVDHA SAMSUBHAI KHATARABHAI,0,IND,Boat with Man and Sail,MALE,0.0,51.0,ST,Graduate Professional,,,11135,7,11142,0.69683709,1.046795773,1598939
Karnataka,DAKSHINA KANNADA,NALIN KUMAR KATEEL,1,BJP,Lotus,MALE,4.0,52.0,GENERAL,10th Pass,,,772754,1531,774285,44.88671147,57.5528098,1724976
Karnataka,DAKSHINA KANNADA,MITHUN M RAI,0,INC,Hand,MALE,1.0,34.0,GENERAL,Graduate,,,499387,277,499664,28.966432,37.14015789,1724976
Karnataka,DAKSHINA KANNADA,MOHAMMED ELIYAS,0,SDPI,Gas Cylinder,MALE,1.0,57.0,GENERAL,12th Pass,,,46834,5,46839,2.715342126,3.481555316,1724976
Daman & Diu,DAMAN & DIU,LALUBHAI BABUBHAI PATEL,1,BJP,Lotus,MALE,0.0,63.0,GENERAL,8th Pass,,,37586,11,37597,30.88302941,42.98126279,121740
Daman & Diu,DAMAN & DIU,KETAN DAHYABHAI PATEL,0,INC,Hand,MALE,5.0,44.0,GENERAL,Others,,,27643,12,27655,22.71644488,31.61546992,121740
Daman & Diu,DAMAN & DIU,PATEL UMESHBHAI BABUBHAI,0,IND,SHIP,MALE,8.0,42.0,GENERAL,Graduate,,,19935,3,19938,16.37752587,22.79331908,121740
Madhya Pradesh,DAMOH,PRAHALAD SINGH PATEL,1,BJP,Lotus,MALE,0.0,59.0,GENERAL,Graduate Professional,,,704221,303,704524,39.83113756,60.50506482,1768777
Madhya Pradesh,DAMOH,PRATAP SINGH,0,INC,Hand,MALE,0.0,57.0,GENERAL,10th Pass,,,351016,97,351113,19.85060864,30.1538554,1768777
Madhya Pradesh,DAMOH,"JITTU KHARE ""BADAL""",0,BSP,Elephant,MALE,0.0,34.0,GENERAL,8th Pass,,,45822,26,45848,2.592073506,3.937461622,1768777
Bihar,DARBHANGA,Gopal Jee Thakur,1,BJP,Lotus,MALE,0.0,49.0,GENERAL,Post Graduate,,,585013,1655,586668,35.45226615,60.76249858,1654811
Bihar,DARBHANGA,Abdul Bari Siddiqui,0,RJD,Hurricane Lamp,MALE,0.0,67.0,GENERAL,12th Pass,,,317485,1204,318689,19.25833222,33.00732255,1654811
Bihar,DARBHANGA,SAGUNI RAY,0,IND,Cup & Saucer,MALE,0.0,58.0,GENERAL,Literate,,,13768,6,13774,0.832360916,1.426603557,1654811
Bihar,DARBHANGA,MD. MUKHTAR,0,BSP,Elephant,MALE,1.0,64.0,GENERAL,Literate,,,11243,12,11255,0.680138094,1.165705171,1654811
West Bengal,DARJEELING,RAJU BISTA,1,BJP,Lotus,MALE,0.0,33.0,GENERAL,Graduate,,,744657,5410,750067,46.549934,59.07593021,1611317
West Bengal,DARJEELING,AMAR SINGH RAI,0,AITC,Flowers and Grass,MALE,2.0,71.0,GENERAL,Post Graduate,,,335793,831,336624,20.89123369,26.51279943,1611317
West Bengal,DARJEELING,Sankar Malakar,0,INC,Hand,MALE,2.0,65.0,SC,Graduate,,,64744,442,65186,4.045510598,5.134106135,1611317
West Bengal,DARJEELING,SAMAN PATHAK,0,CPI(M),"Hammer, Sickle and Star",MALE,7.0,46.0,GENERAL,Graduate,,,50446,78,50524,3.135571709,3.979314245,1611317
West Bengal,DARJEELING,RAJESH SINGH,0,IND,Pen Nib with Seven Rays,MALE,0.0,49.0,GENERAL,12th Pass,,,15972,1,15973,0.991300905,1.258047392,1611317
Rajasthan,DAUSA,Jaskaur Meena,1,BJP,Lotus,FEMALE,0.0,71.0,ST,Post Graduate,,,545481,3252,548733,31.71337274,51.56886995,1730289
Rajasthan,DAUSA,Savita Meena,0,INC,Hand,FEMALE,0.0,54.0,ST,12th Pass,,,467458,2831,470289,27.17979482,44.19685399,1730289
Rajasthan,DAUSA,Dwarka Prasad Maheshwara,0,BSP,Elephant,MALE,0.0,36.0,ST,Post Graduate,,,13363,51,13414,0.775246216,1.260621872,1730289
Karnataka,DAVANAGERE,G M SIDDESHWAR,1,BJP,Lotus,MALE,0.0,67.0,GENERAL,10th Pass,,,651353,1643,652996,39.98594054,54.63373005,1633064
Karnataka,DAVANAGERE,H B MANJAPPA,0,INC,Hand,MALE,0.0,51.0,GENERAL,10th Pass,,,482683,611,483294,29.59430861,40.43539919,1633064
Uttar Pradesh,DEORIA,RAMAPATI RAM TRIPATHI,1,BJP,Lotus,MALE,1.0,69.0,GENERAL,Graduate Professional,,,577617,3027,580644,33.10031097,57.17273404,1754195
Uttar Pradesh,DEORIA,BINOD KUMAR JAISWAL,0,BSP,Elephant,MALE,,56.0,GENERAL,Not Available,,,327728,2985,330713,18.85269312,32.56344058,1754195
Uttar Pradesh,DEORIA,NIYAZ AHMED,0,INC,Hand,MALE,,57.0,GENERAL,Not Available,,,50749,307,51056,2.910508809,5.027195853,1754195
Madhya Pradesh,DEWAS,MAHENDRA SINGH SOLANKY,1,BJP,Lotus,MALE,0.0,35.0,SC,Graduate Professional,,,860708,1721,862429,48.98764728,61.61545078,1760503
Madhya Pradesh,DEWAS,PRAHLAD SINGH TIPANYA,0,INC,Hand,MALE,0.0,65.0,SC,Post Graduate,,,489757,423,490180,27.84317891,35.02046159,1760503
Madhya Pradesh,DEWAS,"BADRILAL ""AKELA""",0,BSP,Elephant,MALE,0.0,43.0,SC,Post Graduate,,,18307,31,18338,1.041634124,1.310141631,1760503
Jharkhand,DHANBAD,PASHUPATI NATH SINGH,1,BJP,Lotus,MALE,0.0,69.0,GENERAL,Graduate,,,824704,2530,827234,39.91220833,66.00631151,2072634
Jharkhand,DHANBAD,KIRTI AZAD,0,INC,Hand,MALE,4.0,58.0,GENERAL,Graduate,,,340141,899,341040,16.45442466,27.21212194,2072634
Madhya Pradesh,DHAR,CHATTARSINGH DARBAR,1,BJP,Lotus,MALE,1.0,65.0,ST,Post Graduate,,,721025,1122,722147,40.43034435,53.72422023,1786151
Madhya Pradesh,DHAR,GIRWAL DINESH,0,INC,Hand,MALE,0.0,38.0,ST,Graduate,,,565687,431,566118,31.69485671,42.11642243,1786151
Madhya Pradesh,DHAR,GULSINGH RAMSINGH KAWACHE,0,BSP,Elephant,MALE,0.0,61.0,ST,Post Graduate,,,13805,22,13827,0.774122681,1.028661468,1786151
Tamil Nadu,DHARMAPURI,DNV SENTHILKUMAR. S.,1,DMK,Rising Sun,MALE,1.0,41.0,GENERAL,Post Graduate,,,568310,6678,574988,38.69877857,46.95830424,1485804
Tamil Nadu,DHARMAPURI,ANBUMANI RAMADOSS,0,PMK,Mango,MALE,12.0,50.0,GENERAL,Graduate Professional,,,501013,3222,504235,33.93684497,41.18002556,1485804
Tamil Nadu,DHARMAPURI,PALANIAPPAN. P.,0,IND,Gift Pack,MALE,4.0,57.0,GENERAL,Post Graduate,,,53155,500,53655,3.611176171,4.381913734,1485804
Tamil Nadu,DHARMAPURI,RUKMANIDEVI. R.,0,NTK,Ganna Kisan,FEMALE,0.0,30.0,GENERAL,Post Graduate,,,19483,191,19674,1.324131581,1.606742537,1485804
Tamil Nadu,DHARMAPURI,RAJASEKAR. D.,0,MNM,Battery Torch,MALE,1.0,43.0,GENERAL,Post Graduate,,,15481,133,15614,1.050878851,1.275169156,1485804
Karnataka,DHARWAD,Pralhad Joshi,1,BJP,Lotus,MALE,1.0,56.0,GENERAL,Graduate,,,682557,2280,684837,39.64757939,56.4052027,1727311
Karnataka,DHARWAD,Vinay Kulkarni,0,INC,Hand,MALE,0.0,52.0,GENERAL,12th Pass,,,479119,646,479765,27.77525298,39.51486569,1727311
Uttar Pradesh,DHAURAHRA,REKHA VERMA,1,BJP,Lotus,FEMALE,3.0,45.0,GENERAL,12th Pass,,,512582,323,512905,31.18581555,48.20748661,1644674
Uttar Pradesh,DHAURAHRA,ARSHAD ILIYAS SIDDIQUI,0,BSP,Elephant,MALE,7.0,63.0,GENERAL,10th Pass,,,352093,201,352294,21.42029363,33.11180099,1644674
Uttar Pradesh,DHAURAHRA,KUNWAR JITIN PRASADA,0,INC,Hand,MALE,0.0,42.0,GENERAL,Post Graduate,,,162727,129,162856,9.902023137,15.30669118,1644674
Odisha,DHENKANAL,MAHESH SAHOO,1,BJD,Conch,MALE,1.0,58.0,SC,12th Pass,,,521954,930,522884,34.75691022,46.14172269,1504403
Odisha,DHENKANAL,RUDRA NARAYAN PANY,0,BJP,Lotus,MALE,7.0,59.0,GENERAL,Graduate,,,483978,3494,487472,32.40301967,43.01680267,1504403
Odisha,DHENKANAL,RAJA KAMAKHYA PRASAD SINGH DEO,0,INC,Hand,MALE,0.0,77.0,GENERAL,12th Pass,,,79987,362,80349,5.340922612,7.090370478,1504403
Assam,DHUBRI,BADRUDDIN AJMAL,1,AIUDF,Lock and Key,MALE,7.0,63.0,GENERAL,Post Graduate,,,718131,633,718764,38.67304147,42.65514896,1858566
Assam,DHUBRI,ABU TAHER BEPARI,0,INC,Hand,MALE,1.0,52.0,GENERAL,Post Graduate,,,492086,420,492506,26.49924727,29.22783667,1858566
Assam,DHUBRI,ZABED ISLAM,0,AGP,Elephant,MALE,0.0,50.0,GENERAL,Graduate,,,398770,963,399733,21.50760317,23.72221016,1858566
Maharashtra,DHULE,Bhamre Subhash Ramrao,1,BJP,Lotus,MALE,2.0,66.0,GENERAL,Post Graduate,,,610268,3265,613533,32.15290228,56.36095898,1908173
Maharashtra,DHULE,Kunalbaba Rohidas Patil,0,INC,Hand,MALE,1.0,45.0,GENERAL,Graduate,,,382636,1654,384290,20.13915929,35.30201786,1908173
Maharashtra,DHULE,Nabi Ahmad Ahmad Dulla,0,VBA,Cup & Saucer,MALE,1.0,46.0,GENERAL,5th Pass,,,39336,113,39449,2.067370202,3.623902008,1908173
West Bengal,DIAMOND HARBOUR,ABHISHEK BANERJEE,1,AITC,Flowers and Grass,MALE,0.0,31.0,GENERAL,Graduate,,,790725,402,791127,46.01742681,56.13325926,1719190
West Bengal,DIAMOND HARBOUR,NILANJAN ROY,0,BJP,Lotus,MALE,4.0,43.0,GENERAL,Post Graduate,,,470047,486,470533,27.36945887,33.38598086,1719190
West Bengal,DIAMOND HARBOUR,Dr. FUAD HALIM,0,CPI(M),"Hammer, Sickle and Star",MALE,0.0,48.0,GENERAL,Graduate Professional,,,93833,108,93941,5.464259331,6.665446266,1719190
West Bengal,DIAMOND HARBOUR,SOUMYA AICH ROY,0,INC,Hand,MALE,0.0,49.0,GENERAL,Post Graduate,,,19819,9,19828,1.153333837,1.406866741,1719190
Assam,DIBRUGARH,RAMESWAR TELI,1,BJP,Lotus,MALE,0.0,48.0,GENERAL,10th Pass,,,657983,1600,659583,50.18439207,64.9200978,1314319
Assam,DIBRUGARH,PABAN SINGH GHATOWAR,0,INC,Hand,MALE,0.0,67.0,GENERAL,Graduate,,,294663,354,295017,22.44637717,29.03733494,1314319
Tamil Nadu,DINDIGUL,"VELUSAMY, P.",1,DMK,Rising Sun,MALE,0.0,52.0,GENERAL,Illiterate,,,743813,2710,746523,48.41638233,64.30382167,1541881
Tamil Nadu,DINDIGUL,"JOTHIMUTHU, K.",0,PMK,Mango,MALE,,48.0,GENERAL,Not Available,,,206782,769,207551,13.46089614,17.87797897,1541881
Tamil Nadu,DINDIGUL,"JOTHI MURUGAN,P.",0,IND,Gift Pack,MALE,1.0,42.0,GENERAL,Post Graduate,,,62719,156,62875,4.077811452,5.415911885,1541881
Tamil Nadu,DINDIGUL,"MANSOORALI KHAN, A.",0,NTK,Ganna Kisan,MALE,,56.0,GENERAL,Not Available,,,54574,383,54957,3.564282847,4.733873073,1541881
Tamil Nadu,DINDIGUL,"SUTHAKARAN, S. Dr.",0,MNM,Battery Torch,MALE,0.0,52.0,GENERAL,Graduate Professional,,,38586,198,38784,2.515369215,3.340767022,1541881
Maharashtra,DINDORI,Dr. Bharati Pravin Pawar,1,BJP,Lotus,FEMALE,0.0,40.0,ST,Graduate Professional,,,565452,2018,567470,32.74616027,49.83481192,1732936
Maharashtra,DINDORI,Dhanraj Haribhau Mahale,0,NCP,Clock,MALE,1.0,44.0,ST,12th Pass,,,368111,580,368691,21.27551162,32.37818147,1732936
Maharashtra,DINDORI,Gavit Jeeva Pandu,0,CPI(M),"Hammer, Sickle and Star",MALE,7.0,70.0,ST,Graduate,,,109485,85,109570,6.322795533,9.622359494,1732936
Maharashtra,DINDORI,Bapu Kelu Barde,0,VBA,Cup & Saucer,MALE,0.0,53.0,ST,10th Pass,,,58749,98,58847,3.395797652,5.167901699,1732936
Uttar Pradesh,DOMARIYAGANJ,JAGDAMBIKA PAL,1,BJP,Lotus,MALE,3.0,68.0,GENERAL,Post Graduate,,,492145,108,492253,26.10822023,49.9581866,1885433
Uttar Pradesh,DOMARIYAGANJ,AFTAB ALAM,0,BSP,Elephant,MALE,3.0,37.0,GENERAL,Graduate,,,386901,31,386932,20.52218244,39.26928034,1885433
Uttar Pradesh,DOMARIYAGANJ,CHANDRASH ALIAS CHANDRESH KUMAR UPADHYAY,0,INC,Hand,MALE,0.0,37.0,GENERAL,Post Graduate,,,60538,11,60549,3.211410854,6.145047852,1885433
West Bengal,DUM DUM,SOUGATA RAY,1,AITC,Flowers and Grass,MALE,1.0,71.0,GENERAL,Post Graduate,,,511707,355,512062,32.69463081,42.50553045,1566196
West Bengal,DUM DUM,SAMIK BHATTACHARYA,0,BJP,Lotus,MALE,2.0,53.0,SC,Graduate,,,458270,790,459060,29.31050775,38.10591062,1566196
West Bengal,DUM DUM,NEPALDEB BHATTACHARYA,0,CPI(M),"Hammer, Sickle and Star",MALE,2.0,67.0,GENERAL,Graduate,,,167249,341,167590,10.70044873,13.91140496,1566196
West Bengal,DUM DUM,SAURAV SAHA,0,INC,Hand,MALE,1.0,37.0,GENERAL,Graduate Professional,,,29066,31,29097,1.857813454,2.415300138,1566196
Jharkhand,DUMKA,SUNIL SOREN,1,BJP,Lotus,MALE,0.0,39.0,ST,12th Pass,,,483748,1175,484923,34.7054542,47.26432556,1397253
Jharkhand,DUMKA,SHIBU SOREN,0,JMM,Bow & Arrow,MALE,0.0,72.0,ST,10th Pass,,,436158,1175,437333,31.29948549,42.6258381,1397253
Jharkhand,DUMKA,DR. SHRILAL KISKU,0,IND,Stethoscope,MALE,0.0,60.0,ST,Graduate Professional,,,16562,0,16562,1.185325779,1.614259913,1397253
Jharkhand,DUMKA,SENAPATI MURMU,0,CPI(M),Ears of Corn And Sickle,MALE,0.0,45.0,ST,10th Pass,,,16150,7,16157,1.156340333,1.574785498,1397253
Jharkhand,DUMKA,ARJUN PUJHAR,0,AITC,Flowers and Grass,MALE,0.0,44.0,ST,10th Pass,,,13084,20,13104,0.937840176,1.277216635,1397253
Jharkhand,DUMKA,SAMUEL TUDU,0,IND,Television,MALE,0.0,45.0,ST,8th Pass,,,12609,0,12609,0.902413521,1.228970127,1397253
Chhattisgarh,DURG,VIJAY BAGHEL,1,BJP,Lotus,MALE,0.0,59.0,GENERAL,Graduate,,,847445,1929,849374,43.77609496,60.98674607,1940269
Chhattisgarh,DURG,PRATIMA CHANDRAKAR,0,INC,Hand,FEMALE,0.0,61.0,GENERAL,12th Pass,,,456793,603,457396,23.57384466,32.84194443,1940269
Chhattisgarh,DURG,GEETANJALI SINGH,0,BSP,Elephant,FEMALE,0.0,25.0,GENERAL,Post Graduate,,,20071,53,20124,1.037175773,1.444943309,1940269
NCT OF Delhi,EAST DELHI,GAUTAM GAMBHIR,1,BJP,Lotus,MALE,1.0,37.0,GENERAL,12th Pass,,,695109,1047,696156,34.13697432,55.32973824,2039302
NCT OF Delhi,EAST DELHI,ARVINDER SINGH LOVELY,0,INC,Hand,MALE,0.0,50.0,GENERAL,Graduate,,,304718,216,304934,14.95286132,24.2358299,2039302
NCT OF Delhi,EAST DELHI,ATISHI,0,AAP,Broom,FEMALE,1.0,37.0,GENERAL,Post Graduate,,,219156,172,219328,10.75505246,17.4319561,2039302
NCT OF Delhi,EAST DELHI,SANJAY KUMAR,0,BSP,Elephant,MALE,0.0,48.0,SC,12th Pass,,,19033,57,19090,0.936104608,1.51725289,2039302
Andhra Pradesh,ELURU,KOTAGIRI SRIDHAR,1,YSRCP,Ceiling Fan,MALE,0.0,46.0,GENERAL,Graduate,,,672834,3975,676809,42.43449638,50.80347693,1594950
Andhra Pradesh,ELURU,MAGANTTI VENKATESWARA RAO BABU,0,TDP,Bicycle,MALE,1.0,59.0,GENERAL,10th Pass,,,509549,1335,510884,32.03134895,38.3486087,1594950
Andhra Pradesh,ELURU,PENTAPATI PULLARAO,0,JnP,Glass Tumbler,MALE,,71.0,GENERAL,Not Available,,,76481,346,76827,4.816890812,5.766883599,1594950
Andhra Pradesh,ELURU,JETTI GURUNADHA RAO,0,INC,Hand,MALE,0.0,55.0,GENERAL,Graduate,,,20284,94,20378,1.277657607,1.529638721,1594950
Kerala,ERNAKULAM,HIBI EDEN,1,INC,Hand,MALE,7.0,35.0,GENERAL,Graduate,,,490854,409,491263,39.42809309,50.78231117,1245972
Kerala,ERNAKULAM,P RAJEEV,0,CPI(M),"Hammer, Sickle and Star",MALE,6.0,51.0,GENERAL,Graduate Professional,,,321344,766,322110,25.85210583,33.29680894,1245972
Kerala,ERNAKULAM,ALPHONS KANNANTHANAM,0,BJP,Lotus,MALE,1.0,65.0,GENERAL,Graduate,,,137531,218,137749,11.05554539,14.23924167,1245972
Tamil Nadu,ERODE,GANESHAMURTHI A,1,DMK,Rising Sun,MALE,0.0,72.0,GENERAL,Graduate,,,558929,4662,563591,38.54283069,52.72118039,1462246
Tamil Nadu,ERODE,MANIMARAN G,0,AIADMK,Two Leaves,MALE,0.0,52.0,GENERAL,12th Pass,,,352330,643,352973,24.13909835,33.01889705,1462246
Tamil Nadu,ERODE,SARAVANAKUMAR A,0,MNM,Battery Torch,MALE,0.0,43.0,GENERAL,Others,,,47574,145,47719,3.263404379,4.46387896,1462246
Tamil Nadu,ERODE,SEETHALAKSHMI M K,0,NTK,Ganna Kisan,FEMALE,2.0,43.0,GENERAL,Post Graduate,,,38849,161,39010,2.66781376,3.649194623,1462246
Tamil Nadu,ERODE,SENTHILKUMAR K C,0,IND,Gift Pack,MALE,0.0,41.0,GENERAL,Graduate,,,25818,40,25858,1.768375499,2.418889376,1462246
Uttar Pradesh,ETAH,Rajveer Singh (Raju Bhaiya),1,BJP,Lotus,MALE,0.0,58.0,GENERAL,Graduate Professional,,,544267,1081,545348,33.6365683,54.51561051,1621295
Uttar Pradesh,ETAH,Ku. Devendra Singh Yadav,0,SP,Bicycle,MALE,0.0,70.0,GENERAL,Doctorate,,,422054,624,422678,26.07039435,42.25292697,1621295
Uttar Pradesh,ETAWAH,Dr RAM SHANKAR KATHERIA,0,BJP,Lotus,MALE,12.0,54.0,SC,Doctorate,,,519674,2445,522119,29.69987213,50.74974898,1757984
Uttar Pradesh,ETAWAH,KAMLESH KUMAR,0,SP,Bicycle,MALE,0.0,35.0,SC,Graduate,,,455957,1725,457682,26.0344804,44.48649946,1757984
Uttar Pradesh,ETAWAH,ASHOK KUMAR DOHARE,0,INC,Hand,MALE,0.0,45.0,SC,Graduate,,,16460,110,16570,0.942556929,1.610597087,1757984
Uttar Pradesh,FAIZABAD,LALLU SINGH,1,BJP,Lotus,MALE,1.0,64.0,GENERAL,Post Graduate,,,528113,908,529021,29.03860774,48.64918799,1821785
Uttar Pradesh,FAIZABAD,ANAND SEN,0,SP,Bicycle,MALE,8.0,55.0,GENERAL,12th Pass,,,463187,357,463544,25.44449537,42.62787148,1821785
Uttar Pradesh,FAIZABAD,NIRMAL KHATRI,0,INC,Hand,MALE,3.0,68.0,GENERAL,Doctorate,,,53322,64,53386,2.930422635,4.909418624,1821785
Haryana,FARIDABAD,KRISHAN PAL,1,BJP,Lotus,MALE,0.0,62.0,GENERAL,Graduate Professional,,,910787,2435,913222,44.07833514,68.76014116,2071816
Haryana,FARIDABAD,AVTAR SINGH BHADANA,0,INC,Hand,MALE,1.0,62.0,GENERAL,8th Pass,,,274755,228,274983,13.27255895,20.70457117,2071816
Haryana,FARIDABAD,MANDHIR MAAN,0,BSP,Elephant,MALE,0.0,43.0,GENERAL,10th Pass,,,86694,58,86752,4.187244427,6.531905458,2071816
Punjab,FARIDKOT,Mohammad Sadique,1,INC,Hand,MALE,0.0,78.0,SC,5th Pass,,,417936,1129,419065,27.17722966,42.97036018,1541971
Punjab,FARIDKOT,Gulzar Singh Ranike,0,SAD,Scales,MALE,1.0,61.0,SC,Literate,,,334674,1135,335809,21.77790633,34.43340217,1541971
Punjab,FARIDKOT,Prof. Sadhu Singh,0,AAP,Broom,MALE,0.0,78.0,SC,Post Graduate,,,114610,709,115319,7.47867502,11.8246548,1541971
Punjab,FARIDKOT,Master Baldev Singh,0,PUNEKP,Key,MALE,0.0,61.0,SC,12th Pass,,,43794,138,43932,2.849080819,4.504728057,1541971
Uttar Pradesh,FARRUKHABAD,Mukesh Rajput,1,BJP,Lotus,MALE,0.0,50.0,GENERAL,Graduate,,,567930,1950,569880,33.35391567,56.80389856,1708585
Uttar Pradesh,FARRUKHABAD,Manoj Agarwal,0,BSP,Elephant,MALE,2.0,54.0,GENERAL,Graduate,,,347714,464,348178,20.37814917,34.70532006,1708585
Uttar Pradesh,FARRUKHABAD,Salman Khurshid,0,INC,Hand,MALE,1.0,66.0,GENERAL,Post Graduate,,,55143,115,55258,3.23413819,5.507948738,1708585
Punjab,FATEHGARH SAHIB,AMAR SINGH,1,INC,Hand,MALE,0.0,65.0,SC,Post Graduate,,,410723,928,411651,27.39115594,41.70049262,1502861
Punjab,FATEHGARH SAHIB,DARBARA SINGH GURU,0,SAD,Scales,MALE,1.0,66.0,SC,Post Graduate,,,316999,754,317753,21.14320619,32.18856904,1502861
Punjab,FATEHGARH SAHIB,MANWINDER SINGH GIASPURA,0,LIP,Letter Box,MALE,0.0,44.0,SC,Post Graduate,,,142072,202,142274,9.466876844,14.41244133,1502861
Punjab,FATEHGARH SAHIB,BANDEEP SINGH,0,AAP,Broom,MALE,0.0,35.0,SC,12th Pass,,,62553,328,62881,4.18408622,6.369882927,1502861
Uttar Pradesh,FATEHPUR,NIRANJAN JYOTI,1,BJP,Lotus,FEMALE,0.0,52.0,GENERAL,12th Pass,,,563715,2325,566040,30.77455048,54.1930073,1839312
Uttar Pradesh,FATEHPUR,SUKHDEV PRASAD VERMA,0,BSP,Elephant,MALE,0.0,62.0,GENERAL,8th Pass,,,366167,1668,367835,19.99851031,35.21674235,1839312
Uttar Pradesh,FATEHPUR,RAKESH SACHAN,0,INC,Hand,MALE,8.0,63.0,GENERAL,Post Graduate,,,65738,339,66077,3.592484581,6.326251401,1839312
Uttar Pradesh,FATEHPUR SIKRI,RAJKUMAR CHAHAR,1,BJP,Lotus,MALE,3.0,52.0,GENERAL,Graduate,,,662794,4353,667147,38.81386077,64.24388036,1718837
Uttar Pradesh,FATEHPUR SIKRI,RAJ BABBAR,0,INC,Hand,MALE,4.0,68.0,GENERAL,Graduate,,,170889,1193,172082,10.01153687,16.57088381,1718837
Uttar Pradesh,FATEHPUR SIKRI,SHREEBHAGWAN SHARMA,0,BSP,Elephant,MALE,6.0,44.0,GENERAL,10th Pass,,,167517,526,168043,9.776552401,16.18194249,1718837
Uttar Pradesh,FIROZABAD,Dr. Chandra Sen Jadon,1,BJP,Lotus,MALE,0.0,68.0,GENERAL,Graduate Professional,,,494050,1769,495819,27.69149572,46.0552642,1790510
Uttar Pradesh,FIROZABAD,Akshay Yadav,0,SP,Bicycle,MALE,0.0,32.0,GENERAL,Graduate Professional,,,465686,1352,467038,26.0840766,43.38187621,1790510
Uttar Pradesh,FIROZABAD,Shivpal Singh Yadav,0,PSPL,Key,MALE,0.0,64.0,GENERAL,Graduate Professional,,,91651,218,91869,5.130884497,8.533458917,1790510
Punjab,FIROZPUR,SUKHBIR SINGH BADAL,1,SAD,Scales,MALE,4.0,56.0,GENERAL,Post Graduate,,,631100,2327,633427,39.1386285,54.00975954,1618419
Punjab,FIROZPUR,SHER SINGH GHUBAYA,0,INC,Hand,MALE,0.0,56.0,SC,10th Pass,,,432964,1613,434577,26.85194625,37.05462393,1618419
Punjab,FIROZPUR,HARJINDER SINGH KAKA SRAN,0,AAP,Broom,MALE,0.0,49.0,GENERAL,Graduate,,,31240,632,31872,1.969329327,2.717596591,1618419
Punjab,FIROZPUR,HANS RAJ GOLDEN,0,CPI(M),Ears of Corn And Sickle,MALE,2.0,54.0,GENERAL,12th Pass,,,25967,161,26128,1.614415056,2.227828933,1618419
Maharashtra,GADCHIROLI-CHIMUR,ASHOK MAHADEORAO NETE,1,BJP,Lotus,MALE,0.0,55.0,ST,12th Pass,,,517722,2246,519968,32.88093964,45.46231904,1581366
Maharashtra,GADCHIROLI-CHIMUR,Dr. NAMDEO DALLUJI USENDI,0,INC,Hand,MALE,0.0,48.0,ST,Post Graduate,,,440386,2056,442442,27.97846925,38.68399471,1581366
Maharashtra,GADCHIROLI-CHIMUR,Dr. RAMESHKUMAR BABURAOJI GAJBE,0,VBA,Cup & Saucer,MALE,0.0,66.0,ST,Post Graduate,,,110736,732,111468,7.048842583,9.745972403,1581366
Maharashtra,GADCHIROLI-CHIMUR,HARICHANDRA NAGOJI MANGAM,0,BSP,Elephant,MALE,0.0,44.0,ST,12th Pass,,,28006,98,28104,1.777197689,2.457214702,1581366
Maharashtra,GADCHIROLI-CHIMUR,DEORAO MONBA NANNAWARE,0,APoI,Coat,MALE,0.0,59.0,ST,Graduate Professional,,,16090,27,16117,1.01918215,1.409156325,1581366
Gujarat,GANDHINAGAR,AMIT SHAH,1,BJP,Lotus,MALE,4.0,54.0,GENERAL,12th Pass,,,889925,4699,894624,45.97784324,69.5758213,1945772
Gujarat,GANDHINAGAR,Dr. C. J. CHAVDA,0,INC,Hand,MALE,0.0,61.0,GENERAL,Graduate Professional,,,334082,3528,337610,17.35095376,26.25627418,1945772
Rajasthan,GANGANAGAR,NIHAL CHAND,1,BJP,Lotus,MALE,0.0,48.0,SC,Graduate,,,892744,4433,897177,46.16328597,61.74291249,1943486
Rajasthan,GANGANAGAR,BHARAT RAM MEGHWAL,0,INC,Hand,MALE,0.0,63.0,SC,Graduate,,,487597,2602,490199,25.2226669,33.73505335,1943486
Rajasthan,GANGANAGAR,RAVTARAM,0,CPI(M),Ears of Corn And Sickle,MALE,0.0,74.0,SC,Literate,,,18293,16,18309,0.942070074,1.260008878,1943486
Uttarakhand,GARHWAL,Tirath Singh Rawat,1,BJP,Lotus,MALE,0.0,55.0,GENERAL,Post Graduate,,,487613,19367,506980,37.39353118,67.77608145,1355796
Uttarakhand,GARHWAL,Manish Khanduri,0,INC,Hand,MALE,0.0,50.0,GENERAL,Post Graduate,,,202610,1701,204311,15.06944998,27.31350147,1355796
Assam,GAUHATI,QUEEN OJA,1,BJP,Lotus,FEMALE,0.0,67.0,GENERAL,Graduate,,,1007156,1780,1008936,46.25348241,57.19753961,2181319
Assam,GAUHATI,BOBBEETA SHARMA,0,INC,Hand,FEMALE,0.0,52.0,GENERAL,Post Graduate,,,662776,554,663330,30.40958246,37.60480739,2181319
