STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS  IN CONSTITUENCY,OVER TOTAL VOTES POLLED  IN CONSTITUENCY,TOTAL ELECTORS
Maharashtra,AURANGABAD,Imtiaz Jaleel Syed,1,AIMIM,Kite,MALE,4.0,50.0,GENERAL,Post Graduate,,,388784,258,389042,20.62478397,32.45459558,1886284
Bihar,AURANGABAD,NARESH YADAV,1,BSP,Elephant,MALE,5.0,34.0,GENERAL,Literate,,,33697,75,33772,1.937708957,3.610167734,1742883
Bihar,AURANGABAD,UPENDRA PRASAD,0,HAMS,Telephone,MALE,0.0,55.0,GENERAL,Post Graduate,,,356846,323,357169,20.49299924,38.18074142,1742883
Maharashtra,AURANGABAD,Chandrakant Khaire,0,SHS,Bow and Arrow,MALE,9.0,67.0,GENERAL,12th Pass,,,383759,791,384550,20.38664379,32.07986472,1886284
Maharashtra,AURANGABAD,Harshwardhandada Raibhanji Jadhav,0,IND,Tractor Chalata Kisan,MALE,2.0,41.0,GENERAL,Graduate,,,283237,561,283798,15.04534842,23.67494851,1886284
Maharashtra,AURANGABAD,Zambad Subhash Manakchand,0,INC,Hand,MALE,0.0,56.0,GENERAL,12th Pass,,,91688,101,91789,4.866128324,7.657206353,1886284
Bihar,AURANGABAD,DHIRENDRA KUMAR SINGH,0,IND,Air Conditioner,MALE,0.0,62.0,GENERAL,Graduate,,,24826,6,24832,1.424765747,2.65449737,1742883
Bihar,AURANGABAD,DR DHARMENDRA KUMAR,0,AHFBK,CHESS BOARD,MALE,1.0,42.0,ST,Graduate,,,16584,5,16589,0.951813748,1.773335086,1742883
Bihar,AURANGABAD,SANTOSH KUMAR SINHA,0,IND,Almirah,MALE,0.0,43.0,GENERAL,Graduate,,,15010,4,15014,0.861446236,1.604970341,1742883
Bihar,AURANGABAD,AVINASH KUMAR,0,PPID,Table,MALE,0.0,35.0,GENERAL,Post Graduate,,,13668,12,13680,0.784906388,1.462368074,1742883
Bihar,AURANGABAD,YOGENDRA RAM,0,IND,Balloon,MALE,0.0,58.0,SC,Literate,,,11979,8,11987,0.687768485,1.281389335,1742883
Bihar,AURANGABAD,SOM PRAKASH,0,SPL,Tractor Chalata Kisan,MALE,0.0,46.0,GENERAL,Graduate,,,11709,4,11713,0.672047407,1.252099214,1742883
Assam,AUTONOMOUS DISTRICT,HOREN SING BEY,1,BJP,Lotus,MALE,2.0,49.0,ST,Graduate,,,380183,1133,381316,47.90733028,61.71579878,795945
Assam,AUTONOMOUS DISTRICT,BIREN SINGH ENGTI,0,INC,Hand,MALE,0.0,76.0,ST,Post Graduate,,,141344,346,141690,17.80148126,22.93245374,795945
Assam,AUTONOMOUS DISTRICT,JONES INGTI KATHAR,0,IND,Battery Torch,MALE,0.0,68.0,ST,Post Graduate,,,39425,158,39583,4.973082311,6.406488222,795945
Assam,AUTONOMOUS DISTRICT,HOLIRAM TERANG,0,ASDC,Table,MALE,0.0,61.0,ST,Graduate,,,36840,75,36915,4.637883271,5.974673792,795945
Assam,AUTONOMOUS DISTRICT,LIENKHOCHON,0,NPEP,Book,MALE,0.0,39.0,ST,8th Pass,,,9920,117,10037,1.261016779,1.624483296,795945
Uttar Pradesh,AZAMGARH,Akhilesh Yadav,1,SP,Bicycle,MALE,0.0,45.0,GENERAL,Graduate Professional,,,619594,1984,621578,34.74117579,60.3593333,1789168
Uttar Pradesh,AZAMGARH,Dinesh Lal Yadav Nirahua,0,BJP,Lotus,MALE,1.0,40.0,GENERAL,12th Pass,,,360255,1449,361704,20.21632401,35.12384977,1789168
Uttar Pradesh,BADAUN,Dr. Sanghmitra Maurya,0,BJP,Lotus,FEMALE,2.0,34.0,GENERAL,Graduate Professional,,,510343,1009,511352,27.03311947,47.28287504,1891576
Uttar Pradesh,BADAUN,Dharmendra Yadav,0,SP,Bicycle,MALE,3.0,40.0,GENERAL,Post Graduate,,,491959,939,492898,26.05753086,45.57650022,1891576
Uttar Pradesh,BADAUN,Saleem Iqbal Shervani,0,INC,Hand,MALE,5.0,66.0,GENERAL,Graduate,,,51896,51,51947,2.746228542,4.803351722,1891576
Karnataka,BAGALKOT,Gaddigoudar Parvatagouda Chandanagouda,1,BJP,Lotus,MALE,0.0,68.0,GENERAL,Graduate Professional,,,661662,2976,664638,39.00434857,55.17032428,1704010
Karnataka,BAGALKOT,Veena Kashappanavar,0,INC,Hand,FEMALE,0.0,38.0,GENERAL,Graduate,,,495636,815,496451,29.13427738,41.20944433,1704010
Uttar Pradesh,BAGHPAT,Dr. SATYAPAL SINGH,1,BJP,Lotus,MALE,1.0,63.0,GENERAL,Post Graduate,,,519631,6158,525789,32.52686709,50.28552793,1616476
Uttar Pradesh,BAGHPAT,JAYANT CHAUDHARY,0,RLD,Hand Pump,MALE,0.0,40.0,GENERAL,Post Graduate,,,500794,1493,502287,31.07296366,48.03783831,1616476
West Bengal,BAHARAMPUR,ADHIR RANJAN CHOWDHURY,1,INC,Hand,MALE,7.0,63.0,GENERAL,10th Pass,,,589580,1526,591106,36.07873153,45.43359008,1638378
West Bengal,BAHARAMPUR,APURBA SARKAR (DAVID),0,AITC,Flowers and Grass,MALE,9.0,55.0,GENERAL,12th Pass,,,509886,524,510410,31.15337242,39.23113403,1638378
West Bengal,BAHARAMPUR,KRISHNA JOYARDAR,0,BJP,Lotus,MALE,0.0,55.0,GENERAL,Graduate,,,141231,1807,143038,8.73046391,10.99418693,1638378
West Bengal,BAHARAMPUR,SAMIR BISWAS,0,IND,Bead Necklace,MALE,0.0,38.0,SC,8th Pass,,,13681,1,13682,0.835094221,1.0516259,1638378
West Bengal,BAHARAMPUR,ID MOHAMMAD,0,RSP,Spade & Stoker,MALE,0.0,66.0,GENERAL,Graduate,,,13342,20,13362,0.815562709,1.02703006,1638378
Uttar Pradesh,BAHRAICH,AKSHAIBAR LAL,1,BJP,Lotus,MALE,0.0,73.0,SC,10th Pass,,,525512,470,525982,30.40520074,53.1218218,1729908
Uttar Pradesh,BAHRAICH,SHABBIR BALMIKI,0,SP,Bicycle,MALE,1.0,60.0,SC,12th Pass,,,396843,387,397230,22.9624928,40.11844754,1729908
Uttar Pradesh,BAHRAICH,SAVITRI BAI PHULE,0,INC,Hand,FEMALE,7.0,38.0,SC,Graduate,,,34383,71,34454,1.991666609,3.479699397,1729908
Madhya Pradesh,BALAGHAT,DR DHAL SINGH BISEN,1,BJP,Lotus,MALE,0.0,66.0,GENERAL,Others,,,692859,3243,696102,39.3784101,50.70931647,1767725
Madhya Pradesh,BALAGHAT,MADHU BHAGAT,0,INC,Hand,MALE,0.0,53.0,GENERAL,12th Pass,,,452594,1442,454036,25.68476432,33.07540449,1767725
Madhya Pradesh,BALAGHAT,KANKAR MUNJARE,0,BSP,Elephant,MALE,6.0,68.0,GENERAL,Others,,,84996,181,85177,4.818453096,6.204934692,1767725
Madhya Pradesh,BALAGHAT,BODHSINGH BHAGAT,0,IND,Auto- Rickshaw,MALE,0.0,62.0,GENERAL,Graduate,,,47105,115,47220,2.671229971,3.439860716,1767725
Odisha,BALASORE,PRATAP CHANDRA SARANGI,1,BJP,Lotus,MALE,7.0,64.0,GENERAL,Graduate,,,481438,2420,483858,31.58793587,41.73510271,1531781
Odisha,BALASORE,RABINDRA KUMAR JENA,0,BJD,Conch,MALE,0.0,51.0,GENERAL,Others,,,470242,660,470902,30.74212306,40.61758478,1531781
Odisha,BALASORE,NAVAJYOTI PATNAIK,0,INC,Hand,MALE,0.0,46.0,GENERAL,Graduate Professional,,,179070,333,179403,11.71205283,15.47438015,1531781
Uttar Pradesh,BALLIA,Virendra Singh,1,BJP,Lotus,MALE,2.0,62.0,GENERAL,Graduate,,,464039,5075,469114,25.73837185,47.357938,1822625
Uttar Pradesh,BALLIA,Sanatan Pandey,0,SP,Bicycle,MALE,5.0,56.0,GENERAL,Others,,,450408,3187,453595,24.88690762,45.79126585,1822625
Uttar Pradesh,BALLIA,Vinod,0,SBSP,Walking Stick,MALE,3.0,51.0,GENERAL,12th Pass,,,35874,26,35900,1.969686578,3.624172321,1822625
West Bengal,BALURGHAT,Sukanta Majumdar,1,BJP,Lotus,MALE,0.0,39.0,GENERAL,Doctorate,,,537577,1740,539317,37.66958813,45.00920936,1431704
West Bengal,BALURGHAT,Arpita Ghosh,0,AITC,Flowers and Grass,FEMALE,0.0,52.0,GENERAL,Graduate,,,505463,561,506024,35.34417729,42.23071062,1431704
West Bengal,BALURGHAT,Ranen Barman,0,RSP,Spade & Stoker,MALE,0.0,50.0,SC,10th Pass,,,72917,73,72990,5.098120841,6.091449354,1431704
West Bengal,BALURGHAT,Abdus Sadek Sarkar,0,INC,Hand,MALE,4.0,40.0,GENERAL,Graduate Professional,,,36698,85,36783,2.56917631,3.069759989,1431704
Gujarat,BANASKANTHA,PARBATBHAI SAVABHAI PATEL,1,BJP,Lotus,MALE,0.0,70.0,GENERAL,Graduate Professional,,,675650,3458,679108,40.00909635,61.52795181,1697384
Gujarat,BANASKANTHA,PARTHIBHAI GALBABHAI BHATOL,0,INC,Hand,MALE,1.0,75.0,GENERAL,10th Pass,,,309446,1366,310812,18.31123659,28.15991824,1697384
Gujarat,BANASKANTHA,THAKOR SWARUPJI SARDARJI,0,IND,Gas Cylinder,MALE,0.0,39.0,GENERAL,8th Pass,,,48516,118,48634,2.865232617,4.406295329,1697384
Gujarat,BANASKANTHA,TEJABHAI NETHIBHAI RABARI,0,BSP,Elephant,MALE,1.0,49.0,GENERAL,Literate,,,11034,54,11088,0.653240516,1.004585323,1697384
Gujarat,BANASKANTHA,PUROHIT SHYAMABEN NARANBHAI,0,IND,DIAMOND,FEMALE,0.0,33.0,GENERAL,Graduate,,,11064,5,11069,0.652121146,1.002863902,1697384
Uttar Pradesh,BANDA,R.K. SINGH PATEL,1,BJP,Lotus,MALE,2.0,59.0,GENERAL,Graduate,,,477100,826,477926,28.07986256,46.18035157,1702024
Uttar Pradesh,BANDA,SHYAMA CHARAN GUPTA,0,SP,Bicycle,MALE,0.0,74.0,GENERAL,Graduate Professional,,,418647,341,418988,24.61704418,40.4853746,1702024
Uttar Pradesh,BANDA,BALKUMAR PATEL,0,INC,Hand,MALE,8.0,59.0,GENERAL,12th Pass,,,75350,88,75438,4.432252424,7.28931542,1702024
Uttar Pradesh,BANDA,CHHOTELAL,0,PSPL,Key,MALE,0.0,37.0,GENERAL,12th Pass,,,12746,1,12747,0.74893186,1.231698927,1702024
Karnataka,BANGALORE CENTRAL,P. C. Mohan,1,BJP,Lotus,MALE,0.0,55.0,GENERAL,12th Pass,,,601170,1683,602853,27.34254135,50.33477027,2204817
Karnataka,BANGALORE CENTRAL,Rizwan Arshad,0,INC,Hand,MALE,0.0,39.0,GENERAL,Graduate,,,531196,689,531885,24.12377082,44.40934902,2204817
Karnataka,BANGALORE CENTRAL,Prakash Raj,0,IND,Whistle,MALE,1.0,53.0,GENERAL,12th Pass,,,28822,84,28906,1.311038512,2.413485326,2204817
Karnataka,BANGALORE NORTH,D.V. Sadananda Gowda,1,BJP,Lotus,MALE,0.0,66.0,GENERAL,Graduate Professional,,,821934,2566,824500,28.93743968,52.84158931,2849250
Karnataka,BANGALORE NORTH,Krishna Byregowda,0,INC,Hand,MALE,0.0,46.0,GENERAL,Post Graduate,,,675834,1148,676982,23.76000702,43.38727085,2849250
Karnataka,BANGALORE RURAL,D.K. SURESH,1,INC,Hand,MALE,5.0,52.0,GENERAL,12th Pass,,,877712,546,878258,35.16607687,54.11911581,2497458
Karnataka,BANGALORE RURAL,ASHWATHNARAYANGOWDA,0,BJP,Lotus,MALE,2.0,59.0,GENERAL,10th Pass,,,670483,905,671388,26.88285449,41.37158435,2497458
Karnataka,BANGALORE RURAL,DR CHINNAPPA Y CHIKKAHAGADE,0,BSP,Elephant,MALE,0.0,43.0,SC,Graduate,,,19943,29,19972,0.799693128,1.230694148,2497458
Karnataka,BANGALORE SOUTH,TEJASVI SURYA,1,BJP,Lotus,MALE,0.0,28.0,GENERAL,Graduate Professional,,,736605,2624,739229,33.36640353,62.1379944,2215489
Karnataka,BANGALORE SOUTH,B.K.HARIPRASAD,0,INC,Hand,MALE,0.0,64.0,GENERAL,Graduate,,,407372,665,408037,18.41746901,34.29870963,2215489
West Bengal,BANGAON,SHANTANU THAKUR,1,BJP,Lotus,MALE,8.0,37.0,SC,Graduate,,,685237,2385,687622,40.33844255,48.81415082,1704632
West Bengal,BANGAON,MAMATA THAKUR,0,AITC,Flowers and Grass,FEMALE,4.0,51.0,SC,5th Pass,,,575382,646,576028,33.79192694,40.89211467,1704632
West Bengal,BANGAON,ALAKESH DAS,0,CPI(M),"Hammer, Sickle and Star",MALE,1.0,55.0,SC,Graduate Professional,,,89996,126,90122,5.2868889,6.397743092,1704632
West Bengal,BANGAON,SOURAV PROSAD,0,INC,Hand,MALE,3.0,28.0,SC,Post Graduate,,,22552,66,22618,1.326855298,1.605647381,1704632
Bihar,BANKA,GIRIDHARI YADAV,1,JD(U),Arrow,MALE,1.0,58.0,GENERAL,Post Graduate,,,476948,840,477788,28.11519871,47.97742655,1699394
Bihar,BANKA,JAI PRAKASH NARAYAN YADAV,0,RJD,Hurricane Lamp,MALE,2.0,65.0,GENERAL,Post Graduate,,,276856,400,277256,16.31499229,27.84086117,1699394
Bihar,BANKA,PUTUL KUMARI,0,IND,Gas Cylinder,FEMALE,3.0,61.0,GENERAL,Post Graduate,,,103448,281,103729,6.103881737,10.41602233,1699394
Bihar,BANKA,MANOJ KUMAR SAH,0,IND,FLUTE,MALE,0.0,44.0,GENERAL,10th Pass,,,44394,4,44398,2.612578366,4.458257185,1699394
Bihar,BANKA,PRAVIN KUMAR JHA,0,IND,Baby Walker,MALE,0.0,46.0,GENERAL,12th Pass,,,17021,4,17025,1.00182771,1.709577651,1699394
Bihar,BANKA,MRITUNJAY ROY,0,IND,Black Board,MALE,0.0,38.0,GENERAL,Literate,,,14228,1,14229,0.837298472,1.428815295,1699394
Bihar,BANKA,MD RAFIQUE ALAM,0,BSP,Elephant,MALE,1.0,50.0,GENERAL,Graduate,,,11931,29,11960,0.703780289,1.200972024,1699394
West Bengal,BANKURA,DR. SUBHAS SARKAR,1,BJP,Lotus,MALE,1.0,65.0,GENERAL,Graduate Professional,,,672202,3117,675319,40.95557903,49.19837249,1648906
West Bengal,BANKURA,SUBRATA MUKHERJEE,0,AITC,Flowers and Grass,MALE,2.0,72.0,GENERAL,Post Graduate,,,500122,864,500986,30.38293268,36.49785633,1648906
West Bengal,BANKURA,AMIYA PATRA,0,CPI(M),"Hammer, Sickle and Star",MALE,1.0,67.0,GENERAL,Graduate,,,100014,268,100282,6.081729341,7.305749119,1648906
West Bengal,BANKURA,MILAN MANDI,0,IND,Cot,MALE,5.0,40.0,ST,12th Pass,,,14937,5,14942,0.90617658,1.088555307,1648906
Uttar Pradesh,BANSGAON,Kamlesh Paswan,1,BJP,Lotus,MALE,5.0,42.0,SC,Graduate,,,544434,2239,546673,31.21601729,56.37065199,1751258
Uttar Pradesh,BANSGAON,Sadal Prasad,0,BSP,Elephant,MALE,0.0,62.0,SC,Post Graduate,,,391441,1764,393205,22.45271685,40.54566846,1751258
Rajasthan,BANSWARA,KANAKMAL KATARA,1,BJP,Lotus,MALE,0.0,62.0,ST,Graduate Professional,,,710684,1025,711709,36.02918545,49.42049525,1975368
Rajasthan,BANSWARA,TARACHAND BHAGORA,0,INC,Hand,MALE,0.0,65.0,ST,Post Graduate,,,405874,371,406245,20.56553513,28.20932304,1975368
Rajasthan,BANSWARA,KANTILAL ROAT,0,BTP,Auto- Rickshaw,MALE,0.0,43.0,ST,Post Graduate,,,249964,797,250761,12.69439416,17.41264029,1975368
Rajasthan,BANSWARA,BAPULAL,0,BSP,Elephant,MALE,0.0,31.0,ST,8th Pass,,,26169,3,26172,1.324917686,1.817362436,1975368
Rajasthan,BANSWARA,NITESH DAMOR,0,IND,Air Conditioner,MALE,0.0,26.0,ST,Graduate Professional,,,14822,0,14822,0.750341202,1.029227649,1975368
Andhra Pradesh,BAPATLA,NANDIGAM SURESH,1,YSRCP,Ceiling Fan,MALE,0.0,42.0,SC,8th Pass,,,592250,6007,598257,40.73458249,47.10692458,1468671
Andhra Pradesh,BAPATLA,MALYADRI SRIRAM,0,TDP,Bicycle,MALE,0.0,65.0,SC,Post Graduate,,,577403,4789,582192,39.64073642,45.84196196,1468671
Andhra Pradesh,BAPATLA,K. DEVANAND,0,BSP,Elephant,MALE,0.0,64.0,SC,Post Graduate,,,42262,318,42580,2.899219771,3.352761185,1468671
Andhra Pradesh,BAPATLA,J.D. SEELAM,0,INC,Hand,MALE,0.0,65.0,SC,Post Graduate,,,12941,214,13155,0.895707752,1.035828403,1468671
Uttar Pradesh,BARABANKI,Upendra Singh Rawat,1,BJP,Lotus,MALE,1.0,51.0,SC,Post Graduate,,,535594,323,535917,29.49736629,46.37131525,1816830
Uttar Pradesh,BARABANKI,Ram Sagar Rawat,0,SP,Bicycle,MALE,5.0,68.0,SC,10th Pass,,,425624,153,425777,23.43515904,36.84122633,1816830
Uttar Pradesh,BARABANKI,Tanuj Punia,0,INC,Hand,MALE,0.0,34.0,SC,Graduate Professional,,,159575,36,159611,8.785136749,13.81066844,1816830
Maharashtra,BARAMATI,Supriya Sule,1,NCP,Clock,FEMALE,0.0,49.0,GENERAL,Graduate,,,683705,3009,686714,32.47392138,52.52845903,2114663
Maharashtra,BARAMATI,Kanchan Rahul Kool,0,BJP,Lotus,FEMALE,0.0,34.0,GENERAL,Graduate,,,528711,2229,530940,25.10754669,40.61291897,2114663
Maharashtra,BARAMATI,Padalkar Navanath,0,VBA,Cup & Saucer,MALE,1.0,43.0,GENERAL,Post Graduate,,,43953,181,44134,2.087046494,3.375919248,2114663
Jammu & Kashmir,BARAMULLA,MOHAMMAD AKBAR LONE,1,JKN,Plough,MALE,0.0,71.0,GENERAL,Graduate Professional,,,132969,457,133426,10.12538153,29.26015189,1317738
Jammu & Kashmir,BARAMULLA,RAJA AIJAZ ALI,0,JPC,Apple,MALE,0.0,67.0,GENERAL,Graduate Professional,,,103052,141,103193,7.831071123,22.63009349,1317738
Jammu & Kashmir,BARAMULLA,ENGINEER RASHID,0,IND,Gas Cylinder,MALE,0.0,54.0,GENERAL,Others,,,100677,1491,102168,7.753286313,22.40531229,1317738
Jammu & Kashmir,BARAMULLA,ABDUL QAYOOM WANI,0,JKPDP,Ink Pot & Pen,MALE,0.0,59.0,GENERAL,Graduate Professional,,,53307,223,53530,4.062264274,11.73906083,1317738
Jammu & Kashmir,BARAMULLA,HAJI FAROOQ AHMAD MIR,0,INC,Hand,MALE,0.0,55.0,GENERAL,8th Pass,,,34240,292,34532,2.620551278,7.572823625,1317738
Jammu & Kashmir,BARAMULLA,MOHD MAQBOOL WAR,0,BJP,Lotus,MALE,0.0,65.0,GENERAL,Graduate,,,7313,581,7894,0.599056869,1.731144147,1317738
Jammu & Kashmir,BARAMULLA,SYED NAJEEB SHAH NAQVI,0,IND,Table,MALE,0.0,48.0,GENERAL,Post Graduate,,,4948,19,4967,0.376933806,1.089256775,1317738
West Bengal,BARASAT,Dr. Kakoli Ghoshdastidar,1,AITC,Flowers and Grass,FEMALE,2.0,60.0,GENERAL,Post Graduate,,,647819,625,648444,37.73858549,46.44368906,1718252
West Bengal,BARASAT,Mrinal Kanti Debnath,0,BJP,Lotus,MALE,0.0,68.0,GENERAL,Graduate Professional,,,537095,1180,538275,31.32689501,38.55302343,1718252
West Bengal,BARASAT,Haripada Biswas,0,AIFB,Lion,MALE,0.0,61.0,SC,12th Pass,,,123817,251,124068,7.220593952,8.886157654,1718252
West Bengal,BARASAT,Subrata Dutta,0,INC,Hand,FEMALE,0.0,57.0,GENERAL,Graduate,,,37236,41,37277,2.169472231,2.669901174,1718252
West Bengal,BARDHAMAN DURGAPUR,S.S AHLUWALIA,1,BJP,Lotus,MALE,0.0,67.0,GENERAL,Graduate Professional,,,597450,926,598376,34.51682013,41.75136706,1733578
West Bengal,BARDHAMAN DURGAPUR,DR. MAMTAZ SANGHAMITA,0,AITC,Flowers and Grass,FEMALE,0.0,73.0,GENERAL,Post Graduate,,,595611,326,595937,34.37612845,41.58118713,1733578
West Bengal,BARDHAMAN DURGAPUR,ABHAS RAY CHAUDHURI,0,CPI(M),"Hammer, Sickle and Star",MALE,2.0,50.0,GENERAL,Post Graduate,,,161103,226,161329,9.306128712,11.25664515,1733578
West Bengal,BARDHAMAN DURGAPUR,RANAJIT MUKHERJEE,0,INC,Hand,MALE,0.0,39.0,GENERAL,Others,,,38481,35,38516,2.221763313,2.687433409,1733578
West Bengal,BARDHAMAN PURBA,SUNIL KUMAR MONDAL,1,AITC,Flowers and Grass,MALE,0.0,61.0,SC,Graduate Professional,,,640490,344,640834,37.73854021,44.51463355,1698089
West Bengal,BARDHAMAN PURBA,PARESH CHANDRA DAS,0,BJP,Lotus,MALE,1.0,61.0,SC,Post Graduate,,,550671,852,551523,32.47903967,38.3107704,1698089
West Bengal,BARDHAMAN PURBA,ISWAR CHANDRA DAS,0,CPI(M),"Hammer, Sickle and Star",MALE,2.0,58.0,SC,Post Graduate,,,175768,152,175920,10.35988102,12.22003566,1698089
West Bengal,BARDHAMAN PURBA,SIDDHARTHA MAJUMDAR,0,INC,Hand,MALE,0.0,37.0,SC,Post Graduate,,,38426,46,38472,2.265605631,2.672403433,1698089
Gujarat,BARDOLI,PARBHUBHAI NAGARBHAI VASAVA,1,BJP,Lotus,MALE,0.0,49.0,ST,Others,,,740448,1825,742273,40.63851267,54.99764753,1826526
Gujarat,BARDOLI,CHAUDHARI DR. TUSHARBHAI AMARSINHBHAI,0,INC,Hand,MALE,0.0,53.0,ST,Graduate Professional,,,524474,2352,526826,28.84306054,39.03441275,1826526
Uttar Pradesh,BAREILLY,SANTOSH KUMAR GANGWAR,1,BJP,Lotus,MALE,0.0,70.0,GENERAL,Graduate Professional,,,563533,1737,565270,31.44485455,52.88056758,1797655
Uttar Pradesh,BAREILLY,BHAGWAT SARAN GANGWAR,0,SP,Bicycle,MALE,2.0,63.0,GENERAL,12th Pass,,,397403,585,397988,22.13928702,37.23146696,1797655
Uttar Pradesh,BAREILLY,PRAVEEN SINGH ARON,0,INC,Hand,MALE,1.0,61.0,ST,Graduate Professional,,,74003,203,74206,4.127933335,6.941913418,1797655
Odisha,BARGARH,Suresh Pujari,1,BJP,Lotus,MALE,0.0,59.0,GENERAL,Post Graduate,,,577074,4171,581245,36.41224339,46.4595333,1596290
Odisha,BARGARH,Prasanna Acharya,0,BJD,Conch,MALE,0.0,69.0,GENERAL,Graduate Professional,,,516229,1077,517306,32.40676819,41.34882078,1596290
Odisha,BARGARH,Pradeep Kumar Debta,0,INC,Hand,MALE,5.0,51.0,GENERAL,Graduate,,,108898,519,109417,6.85445627,8.745817607,1596290
Rajasthan,BARMER,KAILASH CHOUDHARY,1,BJP,Lotus,MALE,2.0,45.0,GENERAL,Graduate,,,844104,2422,846526,43.60769017,59.49405253,1941231
Rajasthan,BARMER,MANVENDRA SINGH,0,INC,Hand,MALE,0.0,55.0,GENERAL,Post Graduate,,,520856,1862,522718,26.92714056,36.73674778,1941231
Rajasthan,BARMER,RAMESH KUMAR MEGHWAL,0,BMUP,Cot,MALE,0.0,39.0,SC,5th Pass,,,16663,36,16699,0.860227351,1.173609769,1941231
Assam,BARPETA,Abdul Khaleque,1,INC,Hand,MALE,0.0,44.0,GENERAL,Post Graduate,,,643441,1732,645173,38.2858133,44.22603934,1685149
Assam,BARPETA,Kumar Deepak Das,0,AGP,Elephant,MALE,1.0,66.0,GENERAL,Graduate Professional,,,501319,3547,504866,29.95972463,34.60811841,1685149
Assam,BARPETA,Rafiqul Islam,0,AIUDF,Lock and Key,MALE,2.0,44.0,GENERAL,Doctorate,,,248360,307,248667,14.75638059,17.04590323,1685149
Assam,BARPETA,Ashahak Ali Dewan,0,AITC,Flowers and Grass,MALE,0.0,65.0,GENERAL,Graduate,,,20405,61,20466,1.214492012,1.402926225,1685149
West Bengal,BARRACKPORE,ARJUN SINGH,1,BJP,Lotus,MALE,24.0,57.0,GENERAL,10th Pass,,,471490,1504,472994,32.92841772,42.81655003,1436431
West Bengal,BARRACKPORE,DINESH TRIVEDI,0,AITC,Flowers and Grass,MALE,0.0,68.0,GENERAL,Post Graduate,,,457870,267,458137,31.89411813,41.4716588,1436431
West Bengal,BARRACKPORE,GARGI CHATTERJEE,0,CPI(M),"Hammer, Sickle and Star",FEMALE,0.0,47.0,GENERAL,Graduate,,,117354,102,117456,8.176932968,10.63239851,1436431
West Bengal,BARRACKPORE,MD. ALAM,0,INC,Hand,MALE,0.0,44.0,GENERAL,8th Pass,,,15784,32,15816,1.101062286,1.43170221,1436431
West Bengal,BASIRHAT,Nusrat Jahan Ruhi,1,AITC,Flowers and Grass,FEMALE,0.0,28.0,GENERAL,12th Pass,,,781920,158,782078,46.59783348,54.54700164,1678357
West Bengal,BASIRHAT,Sayantan Basu,0,BJP,Lotus,MALE,14.0,42.0,GENERAL,Post Graduate,,,431105,604,431709,25.72211991,30.11008049,1678357
West Bengal,BASIRHAT,Quazi Abdur Rahim,0,INC,Hand,MALE,1.0,51.0,GENERAL,Post Graduate,,,104137,46,104183,6.207439776,7.266372756,1678357
West Bengal,BASIRHAT,Pallab Sengupta,0,CPI(M),Ears of Corn And Sickle,MALE,0.0,70.0,GENERAL,Graduate,,,68278,38,68316,4.070409335,4.764784285,1678357
Chhattisgarh,BASTAR,DEEPAK BAIJ,1,INC,Hand,MALE,1.0,38.0,ST,Post Graduate,,,401539,988,402527,29.18719301,44.05167215,1379122
Chhattisgarh,BASTAR,BAIDU RAM KASHYAP,0,BJP,Lotus,MALE,2.0,46.0,ST,10th Pass,,,361727,1818,363545,26.36061204,39.78556756,1379122
Chhattisgarh,BASTAR,RAMU RAM MOURYA,0,CPI(M),Ears of Corn And Sickle,MALE,0.0,42.0,ST,Post Graduate,,,38388,7,38395,2.784017658,4.201864601,1379122
Chhattisgarh,BASTAR,AAYTU RAM MANDAVI,0,BSP,Elephant,MALE,0.0,55.0,ST,8th Pass,,,30422,27,30449,2.207853982,3.332271787,1379122
Chhattisgarh,BASTAR,SURESH KAWASI,0,SHS,Bow & Arrow,MALE,0.0,38.0,ST,5th Pass,,,13929,1,13930,1.010062924,1.524468652,1379122
Chhattisgarh,BASTAR,PANEESH PRASAD NAG,0,APoI,Coat,MALE,0.0,29.0,ST,Post Graduate,,,12404,17,12421,0.900645483,1.359327001,1379122
Chhattisgarh,BASTAR,MANGALARAM KARMA,0,ABSKP,Plastering Trowel,MALE,0.0,40.0,ST,12th Pass,,,9910,2,9912,0.718718141,1.084747543,1379122
Uttar Pradesh,BASTI,HARISH CHANDRA ALIAS HARISH DWIVEDI,1,BJP,Lotus,MALE,5.0,45.0,GENERAL,Post Graduate,,,469214,1948,471162,25.53414953,44.65139817,1845223
Uttar Pradesh,BASTI,RAM PRASAD CHAUDHARY,0,BSP,Elephant,MALE,3.0,65.0,GENERAL,Others,,,437641,3167,440808,23.88914511,41.77478983,1845223
Uttar Pradesh,BASTI,RAJ KISHOR SINGH,0,INC,Hand,MALE,0.0,50.0,GENERAL,Graduate,,,86453,467,86920,4.710541761,8.237293179,1845223
Uttar Pradesh,BASTI,VINOD KUMAR RAJBHAR,0,SBSP,Walking Stick,MALE,0.0,42.0,GENERAL,12th Pass,,,11960,11,11971,0.648756275,1.134475801,1845223
Punjab,BATHINDA,Harsimrat Kaur Badal,1,SAD,Scales,FEMALE,0.0,52.0,GENERAL,10th Pass,,,490811,2013,492824,30.38988796,40.98011547,1621671
